,File,Abnormal,Result,R-R Interval,R Height,R_Onset-Rpeak,Q-Q Interval,Q Height,P_Onset-P_Offset,P Height,P-P Interval,P_Onset-Ppeak
13741,107,1,Q,302,1266,29,274,886,62,994,238,18
58725,213,1,F,206,1558,48,211,898,29,999,202,14
20781,112,1,S,226,997,17,217,854,47,890,175,33
7909,104,1,Q,298,1141,18,308,950,17,1063,218,7
8621,104,1,Q,330,1208,24,354,1037,34,1008,328,20
4829,102,1,Q,289,1187,26,289,973,14,977,342,4
77435,232,1,S,237,1151,15,230,994,19,1008,238,13
65940,221,1,V,164,1287,62,156,1000,66,1022,161,47
58328,213,1,V,171,957,9,182,947,82,1099,144,46
72571,228,1,V,233,1539,36,220,972,17,1085,218,6
77600,232,1,S,266,1170,20,240,1012,17,1021,251,9
42042,201,1,S,196,1153,25,175,984,60,1053,161,28
8230,104,1,Q,307,1200,27,312,972,36,970,257,6
57399,213,1,F,203,1455,21,211,893,28,974,201,14
49113,208,1,V,218,1278,28,148,979,13,992,214,10
67874,222,1,S,179,1185,13,212,999,31,1043,164,13
13956,107,1,Q,314,1410,27,281,955,56,1055,261,18
56393,213,1,V,180,1544,29,191,911,23,1021,197,14
56768,213,1,F,203,1518,26,216,946,27,1019,202,14
58915,213,1,F,207,1547,45,195,922,26,988,211,13
13673,107,1,Q,297,1382,101,280,939,54,1038,249,17
77754,232,1,S,247,1123,21,250,979,21,994,263,8
5342,102,1,Q,304,1182,31,299,967,39,994,254,19
8031,104,1,Q,291,1176,31,294,948,18,978,295,9
41484,201,1,V,334,1036,25,309,972,19,979,296,9
4331,102,1,Q,283,1146,21,269,953,15,957,271,9
12838,106,1,V,165,1282,64,180,1016,61,1151,181,29
13687,107,1,Q,293,1230,24,254,777,21,869,243,13
56300,213,1,F,198,1536,23,197,933,27,1049,196,14
81842,234,1,S,229,1367,19,227,1014,13,1042,218,7
8173,104,1,Q,301,1075,22,292,979,9,985,325,6
5056,102,1,Q,286,1159,31,268,954,33,984,290,15
56210,213,1,V,198,1540,46,180,954,28,1045,200,15
32470,119,1,V,190,1399,27,164,818,73,924,166,50
32963,119,1,V,193,1432,26,158,864,63,936,158,40
50329,209,1,S,136,1268,16,137,948,55,1000,139,34
29504,118,1,S,247,1161,23,216,884,29,925,221,8
26519,116,1,V,169,1565,22,144,816,66,926,130,43
47431,208,1,V,210,1308,31,155,997,10,1003,201,6
60362,215,1,V,180,1326,47,120,970,20,979,189,13
11542,105,1,V,159,1374,39,170,945,45,997,189,29
70296,223,1,V,188,1054,18,204,887,73,908,190,43
7712,104,1,Q,299,1051,21,306,966,71,982,312,8
5372,102,1,Q,264,1136,17,229,958,34,977,194,2
57276,213,1,V,195,1583,45,201,967,31,1068,198,13
8005,104,1,Q,51,1055,30,60,979,16,1002,112,7
72648,228,1,V,193,1486,33,183,957,101,1094,179,22
58393,213,1,F,210,1492,32,201,872,28,977,209,15
48110,208,1,F,195,1336,40,193,965,32,1000,200,17
47940,208,1,V,155,1296,35,135,973,42,1007,135,24
50265,209,1,S,142,1288,17,152,977,37,1013,143,19
8052,104,1,Q,309,1246,9,298,974,11,1031,301,6
72244,228,1,V,218,1498,39,205,939,13,1086,200,7
27901,116,1,V,182,1514,43,145,796,63,874,127,34
9045,104,1,Q,325,1174,19,364,1014,34,985,336,21
4916,102,1,Q,306,1215,16,313,965,23,968,384,13
5389,102,1,Q,290,1187,29,323,968,14,973,332,6
30217,118,1,S,227,1150,8,197,867,14,933,185,5
42304,201,1,S,136,1194,47,145,967,65,1004,176,45
8785,104,1,Q,309,1053,35,303,980,12,995,294,8
32198,119,1,V,197,1428,29,179,847,65,944,169,42
78673,232,1,S,272,1164,27,240,999,13,1013,229,7
48133,208,1,F,207,1370,41,205,985,27,1020,212,12
8255,104,1,Q,148,1122,14,201,984,24,990,158,8
8355,104,1,Q,302,1040,16,275,962,31,969,308,4
5572,102,1,Q,287,1196,28,294,963,9,966,373,7
7839,104,1,Q,280,1136,17,284,1048,20,1116,296,7
5183,102,1,Q,285,1177,24,317,971,20,975,305,5
67759,222,1,S,186,1163,13,147,900,27,947,216,16
4605,102,1,Q,303,1154,24,273,943,15,946,297,11
77283,232,1,S,248,1175,24,246,1023,21,1037,247,14
48170,208,1,F,204,1332,39,199,972,30,1002,208,18
42566,202,1,S,177,1166,80,170,930,57,1050,162,31
78497,232,1,S,260,1144,18,222,981,24,997,227,16
8209,104,1,Q,300,1083,36,314,970,12,978,288,3
72331,228,1,V,213,1195,20,214,1021,59,1077,192,45
31821,119,1,V,193,1453,26,162,851,72,961,171,48
4922,102,1,Q,295,1225,25,309,981,31,1004,231,11
70497,223,1,V,283,1028,31,251,902,12,912,251,3
49247,208,1,V,190,1292,43,155,995,23,1000,197,16
33203,119,1,V,199,1416,29,164,846,66,932,166,42
5297,102,1,Q,314,1208,37,337,964,31,975,367,14
8343,104,1,Q,298,1040,28,314,961,17,962,319,3
13830,107,1,Q,308,1262,50,318,878,56,963,342,20
13789,107,1,Q,300,1546,42,261,916,49,975,264,25
4426,102,1,Q,284,1158,33,315,963,31,974,314,15
72363,228,1,V,220,1492,39,201,946,14,1052,211,6
56160,213,1,F,191,1546,46,193,912,28,1020,192,15
68078,222,1,S,130,1203,14,130,958,13,969,127,2
4671,102,1,Q,292,1177,29,284,944,16,949,332,2
48233,208,1,V,146,1246,32,89,864,35,944,137,26
4337,102,1,Q,298,1180,21,335,949,29,956,360,10
8381,104,1,Q,297,1251,11,297,972,35,985,304,22
48694,208,1,V,197,1036,35,132,699,31,738,192,23
4386,102,1,Q,307,1175,17,332,962,19,975,320,6
5150,102,1,Q,308,1198,24,340,974,15,991,308,6
48184,208,1,F,226,1456,16,217,989,37,1023,223,20
63519,217,1,Q,287,1063,32,277,949,22,971,257,4
78772,232,1,S,265,1133,27,207,957,23,965,309,18
72611,228,1,V,186,990,24,185,939,55,1022,201,18
13568,106,1,V,184,733,13,156,989,69,1078,134,37
47851,208,1,F,174,1226,9,129,875,24,888,173,14
8248,104,1,Q,299,1130,22,312,994,21,1003,292,10
50963,209,1,S,185,1255,17,186,942,14,953,224,8
7779,104,1,Q,293,1077,27,290,969,13,1002,266,4
70631,223,1,V,170,1070,19,186,897,37,910,175,30
79038,233,1,F,214,640,14,210,995,36,1050,216,19
62500,215,1,V,179,1361,6,181,982,28,1007,182,17
8970,104,1,Q,294,1162,21,254,946,16,954,272,9
13047,106,1,V,100,1152,90,124,976,78,1104,104,42
72212,228,1,V,283,1497,44,273,949,14,979,290,6
67980,222,1,S,172,1227,16,184,981,33,1037,126,11
63114,217,1,Q,308,1131,47,350,976,25,996,247,9
70216,223,1,V,181,1047,19,200,892,52,916,181,45
72628,228,1,V,186,1441,34,176,916,40,1023,178,7
49214,208,1,V,183,1246,9,150,947,16,955,197,11
63677,217,1,Q,303,1074,38,308,942,22,956,308,8
42868,202,1,S,174,1330,27,182,959,55,1034,154,23
47814,208,1,F,197,1350,23,198,939,27,994,202,15
5441,102,1,Q,307,1191,24,269,966,21,972,312,14
51372,209,1,S,186,1285,23,187,1005,25,1059,186,5
78590,232,1,S,275,1196,26,322,1010,13,1027,239,6
23946,114,1,S,211,903,7,214,938,60,994,158,25
49092,208,1,V,197,1219,42,158,952,15,960,209,10
57431,213,1,F,201,1455,20,201,924,28,1009,199,14
57037,213,1,V,207,1501,48,205,926,34,1034,205,18
9083,104,1,Q,281,1157,35,309,960,36,977,314,21
48427,208,1,V,207,1246,31,154,977,14,990,218,9
63384,217,1,Q,280,1139,12,267,967,21,1057,237,7
5263,102,1,Q,294,1175,27,295,979,28,1003,342,12
78033,232,1,S,265,1104,30,269,951,25,971,263,12
13596,106,1,V,177,1273,73,166,964,51,1015,184,28
78343,232,1,S,268,1186,20,264,1010,24,1022,234,6
47585,208,1,V,162,1287,73,137,984,54,1054,137,32
42092,201,1,S,175,1124,26,166,986,32,1034,168,10
8500,104,1,Q,294,1266,25,288,984,32,1007,284,13
4550,102,1,Q,308,1167,15,306,956,22,968,263,6
71597,228,1,V,214,1484,35,202,950,108,1069,192,70
4632,102,1,Q,292,1228,16,275,969,17,986,297,5
48471,208,1,V,221,1253,8,148,979,25,1015,234,16
8202,104,1,Q,300,1092,19,305,986,12,995,305,4
77904,232,1,S,265,1132,16,237,969,13,983,273,7
40625,200,1,V,191,565,13,164,923,19,1038,155,13
78482,232,1,S,246,1175,14,182,995,12,1019,263,7
57349,213,1,F,191,1581,25,188,975,28,1073,194,15
63318,217,1,Q,288,1035,27,290,909,19,926,287,6
49201,208,1,V,195,1253,37,149,984,12,988,212,8
8878,104,1,Q,288,1078,29,270,953,7,958,302,4
77230,232,1,S,259,1057,19,255,961,14,980,210,8
51204,209,1,S,179,1266,17,180,1010,48,1041,172,9
13711,107,1,Q,310,1301,39,285,885,56,1000,258,14
13449,106,1,V,189,1252,81,164,987,65,1147,143,35
47753,208,1,V,161,1315,39,125,962,48,1010,129,31
60671,215,1,V,138,1346,37,121,975,33,1083,137,8
22675,114,1,V,322,843,8,275,980,62,1000,259,23
78178,232,1,S,255,1203,33,200,995,17,1022,272,8
13852,107,1,Q,300,1244,32,271,857,54,973,240,16
48165,208,1,F,230,1425,18,215,976,35,1011,229,19
77450,232,1,S,260,1108,20,287,978,21,983,284,13
29746,118,1,S,235,1202,22,205,877,13,916,191,6
65801,221,1,V,157,1247,56,215,970,58,1000,146,39
66172,221,1,V,162,1282,52,204,1007,69,1031,202,48
11843,106,1,V,188,1281,28,177,1054,86,1116,150,48
77930,232,1,S,253,1138,18,239,980,23,992,245,18
47459,208,1,V,167,1337,25,123,1017,12,1030,167,9
13019,106,1,V,184,1129,81,174,972,65,1097,185,32
4141,102,1,Q,302,1157,18,295,948,62,966,291,7
51047,209,1,S,199,1272,16,201,949,38,995,201,17
5428,102,1,Q,304,1197,20,301,968,61,989,332,14
60302,215,1,V,169,1208,19,170,962,14,1013,190,6
4425,102,1,Q,301,1140,28,279,946,35,955,266,6
32935,119,1,V,196,1433,28,168,854,69,972,157,43
70716,223,1,S,180,1312,27,169,903,36,950,162,20
8196,104,1,Q,252,1226,27,252,1011,20,1005,203,5
66910,222,1,S,167,1162,17,180,988,44,1046,130,12
77840,232,1,S,279,812,11,277,959,21,976,292,14
8380,104,1,Q,296,1020,27,291,961,18,966,267,1
67133,222,1,S,175,1238,32,146,980,20,1007,167,8
7857,104,1,Q,282,1055,20,279,945,14,1049,283,6
5019,102,1,Q,289,1169,26,295,957,19,967,250,4
8321,104,1,Q,257,1211,15,249,988,22,1005,296,11
79171,233,1,V,156,1332,38,107,837,33,958,168,30
57767,213,1,F,192,1536,45,193,927,29,1021,189,14
5501,102,1,Q,285,1152,32,264,960,18,970,311,13
4177,102,1,Q,304,1142,24,295,920,62,939,302,27
63353,217,1,Q,291,1095,21,291,943,16,956,285,7
56765,213,1,V,198,1494,44,201,975,28,1070,203,14
43641,203,1,V,120,640,15,165,1006,42,1080,96,16
61656,215,1,V,149,1363,8,110,930,17,991,178,15
65993,221,1,V,168,1265,41,153,955,16,1064,151,9
4734,102,1,Q,284,1193,20,271,966,16,982,265,5
7822,104,1,Q,287,1173,25,320,958,14,966,278,5
77205,232,1,S,239,1116,13,250,986,19,1009,218,11
63379,217,1,Q,329,1106,6,355,974,23,965,328,9
4510,102,1,Q,284,1178,22,278,944,13,957,281,2
13923,107,1,Q,295,1248,40,277,923,56,1039,233,18
77413,232,1,S,263,1094,18,273,994,28,1003,269,18
9087,104,1,Q,309,1062,31,302,950,20,967,303,3
13269,106,1,V,177,1229,70,163,993,73,1068,137,43
4370,102,1,Q,292,1194,15,275,952,71,974,280,5
5268,102,1,Q,294,1150,24,279,958,38,969,284,3
65109,220,1,S,158,1286,55,164,925,49,1004,180,26
65393,220,1,S,163,1219,26,143,880,42,1002,193,20
48849,208,1,V,205,1268,10,139,937,15,954,220,7
4852,102,1,Q,301,1153,23,301,940,17,954,236,6
8077,104,1,Q,303,1040,19,328,952,15,997,317,6
81876,234,1,S,158,1337,20,199,986,38,1005,148,30
78208,232,1,S,276,1135,24,308,948,14,960,275,6
78323,232,1,S,268,1126,18,264,976,27,984,224,17
40901,200,1,V,184,1337,34,197,1007,15,1055,197,5
5476,102,1,Q,293,1130,27,298,948,14,973,282,6
63421,217,1,Q,299,1254,17,311,1027,28,1048,294,6
5390,102,1,Q,282,1178,29,279,970,30,995,227,13
4876,102,1,Q,289,1155,16,262,965,22,984,284,7
7767,104,1,Q,149,1048,26,176,909,12,978,216,6
48017,208,1,F,209,1289,14,209,968,30,1000,217,18
5376,102,1,Q,287,1199,35,311,971,25,991,283,6
47518,208,1,F,207,1400,13,192,1000,27,1033,204,14
70741,223,1,S,185,1291,30,181,903,54,956,164,32
13637,107,1,Q,320,1267,31,291,905,21,910,325,3
69673,223,1,S,175,1327,43,175,914,47,967,166,29
78583,232,1,S,265,1131,22,265,979,16,992,265,10
5145,102,1,Q,298,1160,26,293,967,11,970,300,4
13461,106,1,V,195,1258,85,173,996,65,1168,148,33
77769,232,1,S,274,1142,16,276,979,11,997,289,6
72210,228,1,V,238,1465,44,219,895,28,1023,209,6
5016,102,1,Q,328,1112,9,372,1071,27,989,379,14
57798,213,1,V,209,1464,45,190,861,30,981,207,16
70188,223,1,V,176,1073,18,180,914,39,927,171,33
5404,102,1,Q,291,1180,23,267,959,16,966,356,8
78207,232,1,S,272,1122,24,240,945,22,961,273,15
63196,217,1,Q,297,1090,40,304,943,38,966,216,9
4832,102,1,Q,301,1195,22,313,959,19,965,354,10
48648,208,1,V,189,1347,40,139,985,11,1020,199,6
8430,104,1,Q,284,1108,22,282,965,19,973,309,6
8481,104,1,Q,300,1025,32,300,937,17,944,288,3
47708,208,1,V,188,1258,28,129,939,25,986,209,20
78758,232,1,S,277,1144,23,237,963,20,979,328,8
78873,232,1,S,272,1132,21,229,961,25,974,272,15
4164,102,1,Q,310,1185,24,300,957,29,965,298,3
4904,102,1,Q,287,1146,28,266,953,12,963,235,3
12936,106,1,V,180,1472,31,155,982,70,1131,135,40
8252,104,1,Q,272,1193,37,270,979,31,989,302,20
48225,208,1,V,194,1275,29,141,962,24,991,211,19
13969,107,1,Q,311,1487,39,283,947,54,1055,261,16
4642,102,1,Q,292,1186,18,296,966,61,995,296,10
5196,102,1,Q,297,1186,31,302,958,17,967,263,3
77863,232,1,S,139,1143,22,223,960,26,976,162,11
78388,232,1,S,261,1255,23,267,1058,13,1079,263,7
8223,104,1,Q,291,1010,44,290,933,22,940,322,14
7828,104,1,Q,294,954,23,295,879,13,933,347,7
12472,106,1,V,174,1197,64,154,978,74,995,142,50
13660,107,1,Q,304,1218,30,280,732,54,789,323,21
65944,221,1,V,165,1261,65,174,992,57,1024,181,40
4406,102,1,Q,297,1159,22,267,945,11,958,284,3
72349,228,1,V,206,1514,33,196,968,27,1099,189,21
7966,104,1,Q,296,1009,55,293,921,15,937,326,3
13498,106,1,V,186,1145,81,173,981,75,1101,143,39
77804,232,1,S,272,1110,25,286,974,28,983,270,18
64761,220,1,S,61,1350,16,54,924,46,958,118,27
63156,217,1,Q,311,1110,26,321,967,22,988,334,2
63254,217,1,Q,282,1070,30,287,921,30,948,270,6
13358,106,1,V,189,1313,23,157,1016,77,1114,138,42
48182,208,1,V,196,1292,27,146,971,19,1014,216,17
32543,119,1,V,195,1462,29,167,864,71,941,167,47
77960,232,1,S,257,1043,19,270,950,23,983,241,19
8620,104,1,Q,303,1294,24,295,988,39,1002,332,24
27673,116,1,V,180,1559,43,144,821,65,908,131,39
47746,208,1,V,203,1258,26,139,978,23,1017,222,18
57783,213,1,F,202,1597,25,198,960,28,1055,201,14
4473,102,1,Q,298,1196,38,289,960,11,964,340,3
49216,208,1,V,224,1244,9,174,953,16,959,225,7
41735,201,1,V,368,1054,32,378,988,23,988,344,10
65769,221,1,V,161,1256,65,225,981,41,1009,166,19
4387,102,1,Q,286,1184,21,290,963,17,986,285,6
65919,221,1,V,170,1278,64,230,1001,69,1029,174,48
63542,217,1,Q,289,1077,23,285,929,17,938,364,9
22547,114,1,V,183,826,7,172,996,64,1042,164,36
4277,102,1,Q,296,1179,31,310,952,12,969,216,3
4993,102,1,Q,287,1193,16,312,960,33,977,267,17
48045,208,1,F,209,1320,39,205,997,31,1026,216,19
63541,217,1,Q,300,1092,29,313,950,39,970,242,6
13885,107,1,Q,300,1354,27,262,922,53,1042,284,17
77280,232,1,S,268,1124,20,301,1008,18,1018,242,7
4334,102,1,Q,315,1167,16,307,943,23,945,372,7
48418,208,1,S,219,1333,18,200,969,13,982,191,5
13750,107,1,V,223,1294,46,232,867,113,1131,194,81
71384,228,1,V,201,1423,34,228,932,40,1038,182,9
5156,102,1,Q,300,1196,37,322,969,18,982,308,9
48232,208,1,F,210,1336,39,203,958,28,997,215,15
12500,106,1,V,160,1209,62,148,1001,76,1057,133,46
79441,233,1,V,171,1331,41,101,874,11,977,180,5
49282,208,1,V,159,1234,52,94,866,40,964,140,28
12847,106,1,V,191,1511,38,157,1013,72,1124,139,37
4521,102,1,Q,291,1183,14,280,952,19,973,305,7
63521,217,1,Q,311,1058,25,313,942,13,958,310,4
50511,209,1,S,190,1220,18,190,945,43,997,196,17
70206,223,1,V,179,1057,19,193,899,45,917,177,40
63194,217,1,Q,290,1121,26,277,979,34,1004,247,6
4545,102,1,Q,301,1172,19,299,957,12,958,364,7
31957,119,1,V,189,1443,26,157,845,62,951,163,40
71677,228,1,V,215,1453,37,203,937,23,1045,196,16
4324,102,1,Q,310,1137,18,299,950,16,964,262,2
5034,102,1,Q,295,1170,19,307,960,20,966,352,6
4553,102,1,Q,301,1175,26,282,946,17,951,302,10
13345,106,1,V,183,1361,77,159,990,73,1123,137,41
8063,104,1,Q,289,1144,17,301,919,17,960,283,7
5630,102,1,Q,289,1150,28,297,957,37,963,241,21
48970,208,1,F,191,1191,41,183,939,37,993,196,18
12933,106,1,V,183,1283,24,156,1001,62,1115,136,33
4526,102,1,Q,297,1160,28,332,953,31,979,323,13
4518,102,1,Q,304,1168,31,331,960,17,970,305,5
77605,232,1,S,261,1150,15,227,1013,20,1026,267,9
72353,228,1,V,260,1525,42,248,958,8,1027,285,4
4682,102,1,Q,307,1139,38,284,966,13,968,365,10
52323,210,1,V,193,1055,17,232,992,25,1003,234,11
78477,232,1,S,262,1146,23,299,960,22,971,226,10
63298,217,1,Q,291,1079,16,326,1017,36,1014,312,21
8184,104,1,Q,279,1148,42,294,958,22,973,302,4
5410,102,1,Q,306,1151,30,288,951,24,968,268,8
40929,200,1,S,231,1183,18,216,987,18,1007,258,12
47686,208,1,F,207,1277,40,213,962,36,1003,213,17
77812,232,1,S,275,1120,17,239,968,21,979,296,16
48650,208,1,V,193,1251,30,172,924,14,939,178,6
78276,232,1,S,264,1147,17,295,967,30,979,289,10
77482,232,1,S,247,1094,19,258,968,14,975,262,7
8828,104,1,Q,297,1026,19,286,953,24,960,278,6
13942,107,1,Q,313,1332,27,369,917,58,997,259,19
5592,102,1,Q,311,1165,26,287,968,36,1002,309,16
26515,116,1,V,177,1538,51,148,787,50,909,135,26
50321,209,1,S,137,1224,16,129,934,33,1002,135,11
49206,208,1,V,199,1270,28,156,975,14,980,194,8
65885,221,1,V,183,1258,40,208,986,55,1014,149,33
67845,222,1,S,134,1139,14,122,862,14,912,107,2
50242,209,1,S,128,1281,19,121,963,47,1006,126,29
63217,217,1,Q,300,1083,35,331,966,17,971,360,8
8842,104,1,Q,266,1039,15,243,953,13,960,265,5
56192,213,1,F,192,1513,25,206,892,26,980,193,13
4883,102,1,Q,280,1188,24,293,961,18,979,195,8
66051,221,1,V,172,1286,61,206,1011,70,1037,143,56
78157,232,1,S,270,1134,26,305,992,14,1005,267,9
63365,217,1,Q,293,1124,31,297,970,33,992,326,8
63381,217,1,Q,299,1093,7,350,958,36,981,237,6
77597,232,1,S,265,1148,16,208,1002,11,1024,284,5
60696,215,1,V,155,1489,45,144,1002,13,1017,175,7
72602,228,1,V,199,1454,38,186,965,119,1061,183,76
13710,107,1,Q,308,1320,34,288,886,10,886,342,7
78447,232,1,S,261,1164,20,312,1015,24,1026,217,7
63607,217,1,V,241,1405,17,234,968,79,1229,240,43
59959,215,1,V,133,1493,68,135,958,59,1045,125,37
56214,213,1,F,195,1494,17,202,946,26,1034,197,12
48925,208,1,F,221,1456,46,210,954,35,989,221,22
12650,106,1,V,183,1136,26,142,927,40,1045,130,12
77531,232,1,S,263,1092,31,267,1013,30,1040,251,15
57024,213,1,V,169,1000,10,200,988,83,1162,148,49
4174,102,1,Q,305,1166,29,309,933,18,944,314,4
8242,104,1,Q,284,1208,24,289,979,29,973,234,8
8236,104,1,Q,277,1079,23,284,965,14,970,265,4
77838,232,1,S,278,926,11,279,1016,23,1051,318,19
70268,223,1,V,180,1069,18,183,906,50,927,176,43
40748,200,1,V,184,1111,47,180,1001,68,1034,181,18
31982,119,1,V,197,1395,28,181,822,64,940,171,39
64925,220,1,S,206,1323,47,211,899,36,955,136,11
47920,208,1,F,202,1403,19,215,970,34,1012,199,19
60588,215,1,V,175,1230,9,152,934,26,979,189,9
77702,232,1,S,264,1113,26,278,972,18,987,263,10
12530,106,1,V,173,1371,22,150,984,79,1043,139,52
78011,232,1,S,265,1119,22,243,957,23,974,267,16
71667,228,1,V,213,1460,38,201,956,91,1070,222,6
13819,107,1,Q,311,1329,30,280,873,60,969,308,22
31551,119,1,V,194,1411,28,181,831,61,950,168,35
78415,232,1,S,257,1136,16,279,980,21,987,257,8
13664,107,1,Q,307,1315,29,270,940,22,1027,257,20
77935,232,1,S,267,1121,25,266,963,33,980,264,17
1527,100,1,S,198,1227,18,196,942,50,1009,190,20
5075,102,1,Q,290,1144,33,277,951,14,956,250,5
8340,104,1,Q,278,1179,27,278,965,36,964,271,15
64762,220,1,S,151,1317,23,152,905,41,975,129,23
59447,214,1,V,190,1263,26,208,967,39,1000,195,30
8695,104,1,Q,285,1069,19,273,971,21,985,252,8
5208,102,1,Q,292,1176,15,293,972,55,989,277,7
67719,222,1,S,173,1168,13,137,899,14,931,195,11
57890,213,1,F,199,1622,50,189,1024,28,1126,198,13
13025,106,1,V,181,1280,77,159,1014,76,1109,134,45
8412,104,1,Q,295,1036,15,272,945,30,954,260,3
77581,232,1,S,262,1162,18,281,1022,13,1042,283,7
56801,213,1,F,191,1451,22,196,898,26,976,193,13
39705,124,1,V,210,1007,20,189,886,66,934,172,38
16119,109,1,V,194,1107,25,246,917,60,1016,207,43
13271,106,1,V,193,1256,31,175,1027,73,1108,147,44
8448,104,1,Q,296,1040,41,282,946,19,966,275,7
63252,217,1,Q,298,1096,26,247,947,11,972,291,8
47869,208,1,F,231,1470,49,236,983,43,1017,228,18
69468,223,1,V,177,1072,50,195,909,77,925,179,43
80252,233,1,V,165,1338,43,97,917,11,1014,169,7
13665,107,1,Q,303,1291,26,281,927,52,1008,253,23
68197,222,1,S,155,1267,15,126,991,31,1036,125,12
78574,232,1,S,271,1099,15,282,969,14,981,265,8
52555,210,1,V,171,1049,19,133,974,49,981,152,34
8413,104,1,Q,313,1089,29,336,956,17,966,264,3
8730,104,1,Q,336,1266,16,370,1075,38,989,353,24
58805,213,1,S,151,1578,59,144,1035,76,1199,138,38
8123,104,1,Q,160,1080,30,167,1006,16,1195,193,8
4530,102,1,Q,299,1173,35,349,961,14,972,315,4
47879,208,1,V,185,1284,27,132,992,13,1000,181,8
8873,104,1,Q,295,1073,20,298,960,13,965,285,3
78948,233,1,V,162,1312,27,110,828,12,959,161,5
70242,223,1,V,176,1076,17,183,906,48,924,174,41
77842,232,1,S,263,1080,14,254,942,39,1014,277,29
4282,102,1,Q,309,1193,21,333,979,16,980,352,4
42069,201,1,S,174,1079,72,172,987,30,1048,163,7
78306,232,1,S,269,1139,24,267,963,21,974,250,11
48635,208,1,F,184,1149,15,192,870,33,884,194,20
70635,223,1,V,169,1054,19,115,826,51,901,177,41
65780,221,1,V,174,1216,60,190,963,77,978,196,56
8158,104,1,Q,313,1206,17,281,961,45,966,337,7
77699,232,1,S,258,1155,23,198,967,13,987,267,6
57049,213,1,V,195,1498,44,178,914,27,984,198,14
60919,215,1,V,143,1408,72,141,955,57,1044,129,32
13356,106,1,V,182,1239,4,180,994,62,1178,182,32
69770,223,1,V,212,1087,10,192,905,14,932,172,4
5582,102,1,Q,302,1151,25,265,963,52,987,314,9
7887,104,1,Q,299,1061,15,305,979,34,1009,289,7
61241,215,1,V,140,1488,71,131,976,57,1073,124,34
42024,201,1,S,189,1112,29,193,991,31,1045,182,8
78014,232,1,S,249,1102,14,242,972,14,991,275,5
5161,102,1,Q,298,1183,20,296,955,28,982,215,11
8436,104,1,Q,285,1062,19,278,972,13,983,278,3
8396,104,1,Q,294,1042,25,277,966,11,964,299,2
78890,232,1,S,252,1180,32,253,1008,22,1019,255,8
13416,106,1,V,181,1288,72,178,974,61,1172,213,28
5417,102,1,Q,292,1165,18,291,951,16,954,351,12
47447,208,1,V,165,1353,52,120,982,59,1034,134,41
4756,102,1,Q,308,1141,17,301,954,13,960,379,6
4730,102,1,Q,307,1170,30,287,961,17,974,293,7
1590,100,1,S,207,1233,18,207,936,44,995,207,17
63131,217,1,Q,299,1081,51,295,955,33,972,307,5
63174,217,1,Q,296,1079,26,275,959,31,972,318,8
69478,223,1,V,170,1047,39,106,825,23,896,177,5
8294,104,1,Q,274,1201,29,269,974,29,990,310,18
63183,217,1,Q,306,1111,25,292,977,18,1006,327,9
59604,214,1,V,176,1274,25,190,996,68,1022,194,46
49270,208,1,F,210,1370,9,149,962,23,1002,216,14
51891,209,1,S,184,1269,18,196,974,15,1022,175,6
72355,228,1,V,224,1530,38,210,978,13,1032,267,7
8344,104,1,Q,299,1043,19,289,965,18,970,311,8
69484,223,1,V,183,1098,19,185,925,27,939,187,7
63153,217,1,Q,293,1096,43,302,953,19,980,306,8
29634,118,1,S,238,1121,21,198,848,19,891,218,11
4497,102,1,Q,292,1138,28,304,959,27,975,270,4
32458,119,1,V,194,1406,27,179,809,63,913,171,40
7854,104,1,Q,91,1013,17,75,944,11,989,60,2
27229,116,1,V,189,1557,11,145,797,57,944,134,32
13501,106,1,V,189,1126,73,171,1001,77,1081,147,43
4633,102,1,Q,293,1203,23,291,969,17,971,347,8
80243,233,1,V,160,1328,39,94,906,35,1000,157,31
5339,102,1,Q,295,1183,22,283,962,26,970,337,7
41436,201,1,S,207,1187,35,192,967,68,1150,170,36
48071,208,1,V,188,1263,31,142,964,32,1002,206,24
41817,201,1,S,155,1224,28,157,974,53,1010,187,33
77376,232,1,S,268,1079,23,286,956,18,966,227,10
